2026-02-03 21:28:48 | WARN | api | Elevated error rate observed window_s=30 rate=7.1% (env=prod, region=ap-southeast-1, ip=145.59.38.113, request_id=6w80gc2tv433r4yd, trace_id=lh7b6c9sad9qsyk60mnh2lel, ua="curl/8.4.0")
2026-02-04 18:14:36 | WARN | api | Queue backlog growing size=5342 (env=prod, region=eu-west-1, ip=238.135.44.237, request_id=486vvi89kn5dkpmq, trace_id=cyi8zpi0u0o6g85ezawj8t7q, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 18:16:10 | WARN | api | Queue backlog growing size=4186 (env=staging, region=us-east-1, ip=118.14.160.60, request_id=f6qntaqoyr5wxd18, trace_id=noo4b631sdgkivr3wt5j8lje, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 18:20:35 | WARN | api | Slow response detected (1952ms) endpoint=/orders (env=prod, region=me-south-1, ip=25.92.149.132, request_id=u34wvashoo7lzaid, trace_id=3kqauuhy0j1gwg0euvck2myg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 18:26:10 | WARN | api | Elevated error rate observed window_s=300 rate=3.2% (env=prod, region=me-south-1, ip=115.22.192.230, request_id=n7lns6mb4b7hbr3f, trace_id=ripz3zm8hx9h2b9n3nif3u0s, ua="PostmanRuntime/7.36.0")
2026-02-04 18:27:57 | WARN | api | Temporary network jitter detected rtt_ms=348 (env=prod, region=us-east-1, ip=13.132.151.209, request_id=50j6376rulfesd1b, trace_id=qql3posehu7tp0m2op1iy1wu, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 18:28:39 | WARN | api | Elevated error rate observed window_s=60 rate=6.4% (env=staging, region=me-south-1, ip=41.76.99.16, request_id=sk1d3prjydxdtz6g, trace_id=tba24ecfd26pchztywtfwqxk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 18:29:21 | WARN | api | Queue backlog growing size=8998 (env=prod, region=ap-southeast-1, ip=44.140.82.190, request_id=8mbtvqjveeprqk9p, trace_id=eb88cbg3f7k7x0kqfibw6cil, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 18:31:59 | WARN | api | Temporary network jitter detected rtt_ms=546 (env=dev, region=me-south-1, ip=63.241.152.113, request_id=6rgppxk6njdti10j, trace_id=txo1l5mc0u6ts4t9jk5kldjw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 18:35:01 | WARN | api | Circuit breaker half-open dependency=postgres (env=prod, region=us-east-1, ip=103.232.9.228, request_id=swkf8oihmf3plxpi, trace_id=k3rr089yng5l80jlt2204q8g, ua="curl/8.4.0")
2026-02-04 18:37:34 | WARN | api | Circuit breaker half-open dependency=search-index (env=prod, region=eu-west-1, ip=227.56.9.112, request_id=nbq3rsmll1086h5y, trace_id=akntn37n83spyxpgfstl6phh, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 18:37:56 | WARN | api | Payment provider latency high (3023ms) (env=staging, region=eu-west-1, ip=122.238.30.101, request_id=zfpj51euhswunwrw, trace_id=bj1uwc27nbc5zqf70yc175cd, ua="curl/8.4.0")
2026-02-04 18:37:59 | WARN | api | Rate limit nearing threshold remaining=21 (env=prod, region=ap-southeast-1, ip=112.242.65.28, request_id=huiup6tv9ggldflc, trace_id=o01zg8usvr2h5jtujwgp7p1l, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 18:38:02 | WARN | api | Temporary network jitter detected rtt_ms=169 (env=prod, region=us-east-1, ip=84.43.150.192, request_id=poenxcxicr8fam9b, trace_id=2y60m6l374ys4e88m55mdikq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 18:46:18 | WARN | api | Circuit breaker half-open dependency=payments-api (env=staging, region=eu-west-1, ip=123.214.11.129, request_id=sv79ew7kkbggwp2b, trace_id=wfd7z1gra0v5cjyuylnpd7kd, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 18:48:06 | WARN | api | Rate limit nearing threshold remaining=9 (env=prod, region=ap-southeast-1, ip=109.126.79.178, request_id=uwkrymxbyfp8m0a2, trace_id=intak9761t6hqozyfwejuo5i, ua="PostmanRuntime/7.36.0")
2026-02-04 18:48:22 | WARN | api | Queue backlog growing size=2810 (env=staging, region=eu-west-1, ip=84.184.76.143, request_id=yi085frbtoxiyooh, trace_id=34p6l2zxfl0re7rlfu5kfl3j, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 18:50:20 | WARN | api | Elevated error rate observed window_s=120 rate=11.8% (env=prod, region=us-east-1, ip=238.245.108.50, request_id=yrxcbi7uyl9d1yk5, trace_id=44q732i64omvcatplxamihpa, ua="PostmanRuntime/7.36.0")
2026-02-04 18:50:57 | WARN | api | Temporary network jitter detected rtt_ms=306 (env=dev, region=eu-west-1, ip=24.189.237.220, request_id=x3qxmk5otvut5uye, trace_id=7kgubpfnd21bfnicnzncixy7, ua="curl/8.4.0")
2026-02-04 18:51:33 | WARN | api | Disk usage above 80% disk=81% (env=prod, region=me-south-1, ip=101.177.24.178, request_id=nwh5igycqxrw4pct, trace_id=tvpdewg395kvtdi4onsyxxgg, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 18:54:27 | WARN | api | Queue backlog growing size=9826 (env=prod, region=me-south-1, ip=129.68.136.197, request_id=c4frsijf862mkbkk, trace_id=1cgeuykft996f4vwd8p59qdz, ua="curl/8.4.0")
2026-02-04 18:55:11 | WARN | api | Slow response detected (352ms) endpoint=/files/upload (env=prod, region=me-south-1, ip=30.211.151.249, request_id=9vaeltl5p3vx8zjs, trace_id=h4ggbmnabaoap0m800ws7f8c, ua="curl/8.4.0")
2026-02-04 18:55:51 | WARN | api | Rate limit nearing threshold remaining=5 (env=prod, region=me-south-1, ip=97.238.68.67, request_id=46vllini2egaxb9h, trace_id=b1wok35pv9ieixr1vfwo1stt, ua="curl/8.4.0")
2026-02-04 18:56:04 | WARN | api | Slow response detected (2062ms) endpoint=/notifications/push (env=prod, region=ap-southeast-1, ip=97.192.110.239, request_id=1y6ll3k7vpubs8qt, trace_id=tb0b6mriemme4wu9edl9axe7, ua="PostmanRuntime/7.36.0")
2026-02-04 18:57:43 | WARN | api | Retrying request to upstream service attempt=4 (env=staging, region=me-south-1, ip=181.34.93.123, request_id=by59m888q737lf5j, trace_id=82b6dp8yqug1to0hgd5moinc, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 18:57:59 | WARN | api | Payment provider latency high (190ms) (env=staging, region=eu-west-1, ip=157.71.226.227, request_id=xkwyq42348p4cbxn, trace_id=ewifitgal9etil8iqy5orj9v, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 18:58:23 | WARN | api | Temporary network jitter detected rtt_ms=434 (env=staging, region=me-south-1, ip=180.191.142.124, request_id=4dm129kslepk3yef, trace_id=hga39evma8flhnhusy3s7tou, ua="curl/8.4.0")
2026-02-04 18:58:24 | WARN | api | Queue backlog growing size=833 (env=prod, region=us-east-1, ip=235.99.116.12, request_id=ikewg9z366mjlev0, trace_id=02ujzu8we0vohheeh2g3h092, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 18:58:49 | WARN | api | Circuit breaker half-open dependency=search-index (env=prod, region=me-south-1, ip=49.111.218.6, request_id=6eijsst7c2ks8wpf, trace_id=hhrs12e23xano8my4ii1t0qp, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 19:07:09 | WARN | api | Disk usage above 80% disk=87% (env=staging, region=me-south-1, ip=46.23.57.100, request_id=tpaguj2moiqiaj52, trace_id=n0my0jw4x0vaj3gq51k5ki00, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 19:08:26 | WARN | api | Circuit breaker half-open dependency=payments-api (env=prod, region=ap-southeast-1, ip=241.213.138.13, request_id=etw8xbb87b3wc7as, trace_id=6hpjwrrusis7aghn5w2gi4vx, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 19:09:14 | WARN | api | Slow response detected (1881ms) endpoint=/logout (env=staging, region=ap-southeast-1, ip=172.236.60.141, request_id=lyn6dsfmcqjc58bx, trace_id=s3j5iqexvyoiihoulatqqmti, ua="curl/8.4.0")
2026-02-04 19:11:50 | WARN | api | Retrying request to upstream service attempt=5 (env=prod, region=eu-west-1, ip=150.168.175.36, request_id=9gmofdvwxdtcpcd2, trace_id=42yx9xu9snsam1g5pxdy8c86, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 19:12:36 | WARN | api | Retrying request to upstream service attempt=1 (env=prod, region=eu-west-1, ip=42.1.104.15, request_id=znu6fvzd2xchdblb, trace_id=54ru6dwx9gi5rkz1lxnfo14p, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 19:17:49 | WARN | api | Elevated error rate observed window_s=60 rate=4.1% (env=prod, region=me-south-1, ip=103.189.135.198, request_id=0o97ut77qmnia8b2, trace_id=intpiiibqwsjucmeevd3d72n, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 19:20:51 | WARN | api | Retrying request to upstream service attempt=2 (env=dev, region=us-east-1, ip=216.44.168.243, request_id=xni4wmwd5mnqn6k7, trace_id=8xavkzq1yrbvumpcxiy4ysoq, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 19:21:29 | WARN | api | Disk usage above 80% disk=87% (env=staging, region=me-south-1, ip=189.67.238.32, request_id=ovms9pxivp1jn42b, trace_id=mexwam0wna790vb1jvldtztv, ua="curl/8.4.0")
2026-02-04 19:24:25 | WARN | api | Slow response detected (3257ms) endpoint=/admin/config (env=prod, region=us-east-1, ip=37.95.83.246, request_id=l0v77gt0txop48vy, trace_id=13u9ehsra1yygxobbchzmpuk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 19:25:35 | WARN | api | Elevated error rate observed window_s=300 rate=5.3% (env=prod, region=us-east-1, ip=99.221.168.211, request_id=9pj3m0cg39xdwc61, trace_id=k4177atzobxvwip4jlq4q35t, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 19:27:36 | WARN | api | Slow response detected (1959ms) endpoint=/users/3324/profile (env=prod, region=eu-west-1, ip=110.19.217.36, request_id=qm1x43d608iv3y57, trace_id=5iavhzsdn6n77qmnxu5sc4pu, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 19:28:00 | WARN | api | Rate limit nearing threshold remaining=9 (env=staging, region=eu-west-1, ip=35.253.197.166, request_id=s69ki99ys26b8q79, trace_id=2jqphosa1ow3fa6leciuujbl, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 19:32:23 | WARN | api | Elevated error rate observed window_s=60 rate=6.4% (env=staging, region=us-east-1, ip=173.171.112.225, request_id=sa4gs5dq73di46rg, trace_id=yaejotlghd0p7pimjrw989gn, ua="curl/8.4.0")
2026-02-04 19:32:45 | WARN | api | High memory usage warning mem=79% (env=prod, region=eu-west-1, ip=108.84.32.93, request_id=jh3ktpfzeslk7byp, trace_id=snupg49bhzp6posx49c1qiha, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 19:34:30 | WARN | api | Queue backlog growing size=9182 (env=prod, region=eu-west-1, ip=97.151.125.39, request_id=c64ryz0oouzsmrbd, trace_id=296xqiefexue61klxqy157v3, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 19:35:02 | WARN | api | Slow response detected (1867ms) endpoint=/users/3655 (env=dev, region=ap-southeast-1, ip=190.39.83.240, request_id=un0obtqxhul9t0xw, trace_id=t5yuw4pd9i2sic64b3hjixd5, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 19:35:46 | WARN | api | Circuit breaker half-open dependency=cdn-edge (env=staging, region=ap-southeast-1, ip=76.87.132.47, request_id=4qqflsqmu9fcdr8c, trace_id=8vwjtr9psk8nffo5ju1mr9sh, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 19:36:54 | WARN | api | Disk usage above 80% disk=99% (env=dev, region=ap-southeast-1, ip=189.251.183.73, request_id=malme8r14gx1ib76, trace_id=7tfj91jzerrygv7r14324smp, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 19:37:20 | WARN | api | Slow response detected (2658ms) endpoint=/users/5113/profile (env=prod, region=me-south-1, ip=120.107.33.103, request_id=l3dhkbgt50588d5s, trace_id=inm5su1844wocuybz4tazq8w, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 19:40:59 | WARN | api | Circuit breaker half-open dependency=kms (env=prod, region=us-east-1, ip=55.184.115.156, request_id=bqa7r1xycz6hqds1, trace_id=ddw9c90zgx1da6d2yzbl3i42, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 19:41:18 | WARN | api | Slow response detected (352ms) endpoint=/files/upload (env=prod, region=me-south-1, ip=183.117.33.244, request_id=5f8ij10js8i6jhov, trace_id=rwoii0ctnndd2qfx502lljck, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 19:43:16 | WARN | api | Payment provider latency high (79ms) (env=staging, region=ap-southeast-1, ip=166.17.157.31, request_id=f93pmr2r33kozj4q, trace_id=1n56trk0cuynoufz8uco5hz2, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 19:45:15 | WARN | api | Retrying request to upstream service attempt=5 (env=prod, region=ap-southeast-1, ip=85.86.99.235, request_id=x4rqu1ibip2p67ex, trace_id=626djjetsy7xcc6f0vx7srhj, ua="curl/8.4.0")
2026-02-04 19:48:06 | WARN | api | Retrying request to upstream service attempt=5 (env=prod, region=us-east-1, ip=190.95.119.105, request_id=8s830ugxtrkd0yyi, trace_id=9s6p0t5mc97xxffz1lfq8bp9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 19:50:20 | WARN | api | Payment provider latency high (2793ms) (env=prod, region=ap-southeast-1, ip=225.58.137.241, request_id=52ez42gdfmguqc81, trace_id=vm4gdgm2ayq2u654axvuyjyd, ua="PostmanRuntime/7.36.0")
2026-02-04 19:51:59 | WARN | api | Queue backlog growing size=6965 (env=prod, region=eu-west-1, ip=51.123.45.1, request_id=wxxg7hzwlpf0heg3, trace_id=ihxj2get1is4e5idlbbxgnrb, ua="PostmanRuntime/7.36.0")
2026-02-04 19:54:06 | WARN | api | Temporary network jitter detected rtt_ms=223 (env=prod, region=eu-west-1, ip=66.123.224.108, request_id=mewgn7r9bcok0u7b, trace_id=bo3tsy0qp0x92z058ckpo1ex, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 19:54:36 | WARN | api | Slow response detected (2823ms) endpoint=/analytics/event (env=prod, region=eu-west-1, ip=46.169.146.15, request_id=scppboe8dnx567yn, trace_id=f2w0kj2idmb9h7mcy1rn0nzj, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 19:55:30 | WARN | api | Elevated error rate observed window_s=300 rate=12.2% (env=prod, region=me-south-1, ip=108.122.153.107, request_id=eg9lwxkhadz8rdbt, trace_id=em7y333exeer769dxizuq0fx, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 19:56:29 | WARN | api | High memory usage warning mem=63% (env=prod, region=ap-southeast-1, ip=129.193.50.103, request_id=rbrnk0z3peyz6n64, trace_id=n9rhh2js72k446spsqyim81y, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 19:58:22 | WARN | api | High memory usage warning mem=67% (env=prod, region=me-south-1, ip=80.8.83.223, request_id=8owdthqvsqdun04o, trace_id=bbl9n7xm5bssjeojcs0778pi, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 19:59:49 | WARN | api | Payment provider latency high (3173ms) (env=prod, region=ap-southeast-1, ip=52.252.115.13, request_id=cyvllidaosvpv3aj, trace_id=z7wbb1m9o40ssrznu7l83o1s, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 20:05:16 | WARN | api | Slow response detected (2676ms) endpoint=/inventory/SKU54675 (env=prod, region=eu-west-1, ip=63.53.208.225, request_id=g8fwrtmx6ml55szv, trace_id=yu6elm5dqd5r4z32wvkv8uud, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 20:06:42 | WARN | api | Rate limit nearing threshold remaining=45 (env=prod, region=eu-west-1, ip=220.43.102.7, request_id=qcoeuka6hedypm79, trace_id=3lrxrrhsx4a4c5rrnnessglf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 20:06:44 | WARN | api | Disk usage above 80% disk=95% (env=dev, region=us-east-1, ip=36.190.181.213, request_id=19c35mke17wk3czo, trace_id=kmjckhcm2oe616ml0t9lbt1p, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 20:08:38 | WARN | api | Temporary network jitter detected rtt_ms=188 (env=prod, region=eu-west-1, ip=90.248.157.62, request_id=c4zzt2ubs1lqlc2j, trace_id=u0yfhp0h31cs5kqk8gzx8tlr, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 20:10:08 | WARN | api | Retrying request to upstream service attempt=3 (env=prod, region=eu-west-1, ip=117.158.92.122, request_id=epy98e4g0iseup5o, trace_id=kk86ykqfvb3jp7jjoauhfvcp, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 20:11:42 | WARN | api | Queue backlog growing size=7587 (env=staging, region=me-south-1, ip=154.29.153.138, request_id=f5jy4x4a6ecxm77p, trace_id=7he0c6xyzemkb38w049ghq8e, ua="curl/8.4.0")
2026-02-04 20:12:20 | WARN | api | Retrying request to upstream service attempt=5 (env=prod, region=me-south-1, ip=68.1.162.21, request_id=2o92jy0g6xpj55uw, trace_id=0o4foit6kvoz3ssvleo7ov1l, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 20:15:02 | WARN | api | Temporary network jitter detected rtt_ms=685 (env=prod, region=ap-southeast-1, ip=43.182.184.97, request_id=f1zjzm2lw7figc1o, trace_id=d1cm00pqn5saiwbljtrv4bj2, ua="curl/8.4.0")
2026-02-04 20:17:42 | WARN | api | Queue backlog growing size=2770 (env=prod, region=us-east-1, ip=185.77.213.252, request_id=hchpmlwnusq8aqy8, trace_id=nn2c8u7b7pmn4a8y5jbkhl7c, ua="curl/8.4.0")
2026-02-04 20:20:00 | WARN | api | Queue backlog growing size=1896 (env=prod, region=ap-southeast-1, ip=60.218.71.97, request_id=kxuda3ncu07ac7lo, trace_id=n1t6vsg01jzomhmvunnhes84, ua="PostmanRuntime/7.36.0")
2026-02-04 20:23:23 | WARN | api | Temporary network jitter detected rtt_ms=701 (env=staging, region=us-east-1, ip=14.179.141.91, request_id=q7q8hxxiewic23yj, trace_id=txj7indgvq1dhjacwuuonbsa, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 20:24:09 | WARN | api | Payment provider latency high (797ms) (env=prod, region=ap-southeast-1, ip=186.105.130.47, request_id=hp0hkwak93mek1xu, trace_id=0itop9cesbiwcygtpmecjaff, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 20:26:17 | WARN | api | Payment provider latency high (2900ms) (env=prod, region=ap-southeast-1, ip=35.23.142.35, request_id=c75xezdpys04cwe1, trace_id=y5kylrstzy8ongfegdrwiatv, ua="curl/8.4.0")
2026-02-04 20:26:44 | WARN | api | Circuit breaker half-open dependency=s3 (env=prod, region=me-south-1, ip=159.27.115.118, request_id=ta4nz0ezdimmfjmr, trace_id=tn3xtwl1dycql3fb53v9svlp, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 20:30:33 | WARN | api | Payment provider latency high (417ms) (env=prod, region=me-south-1, ip=213.212.141.239, request_id=fll53085wkp10lnr, trace_id=rzt4y91uw55bl80yoyekhccv, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 20:33:49 | WARN | api | Circuit breaker half-open dependency=postgres (env=staging, region=eu-west-1, ip=138.236.97.205, request_id=e44vkh8uadr0ty5w, trace_id=cm1cehu0ioqb14ojl6u87ynr, ua="curl/8.4.0")
2026-02-04 20:34:08 | WARN | api | Elevated error rate observed window_s=60 rate=1.1% (env=prod, region=us-east-1, ip=92.150.201.59, request_id=7c1fk2uey3joq2xo, trace_id=rhyg8zs0vhjqsn1he6b3do6v, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 20:36:37 | WARN | api | Disk usage above 80% disk=90% (env=prod, region=us-east-1, ip=19.174.199.244, request_id=grjko8xq58iec4a8, trace_id=o4siiex91pd47n642tl4m8hs, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 20:37:31 | WARN | api | High memory usage warning mem=93% (env=prod, region=me-south-1, ip=192.122.91.5, request_id=blj2oy344aqwe16t, trace_id=4n2653vn0h8mi6xs6paw821s, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 20:38:43 | WARN | api | Circuit breaker half-open dependency=payments-api (env=prod, region=us-east-1, ip=35.4.103.58, request_id=pnlah0bjjvenrqup, trace_id=x0bpu62qyub33y225aa6nclf, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 20:39:42 | WARN | api | Retrying request to upstream service attempt=4 (env=prod, region=ap-southeast-1, ip=111.217.94.113, request_id=ml7u5w8fffo390xi, trace_id=dzxen3vyme8e0abdua2afz69, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 20:40:43 | WARN | api | Temporary network jitter detected rtt_ms=78 (env=staging, region=us-east-1, ip=214.14.60.30, request_id=an52m8ve9p7rspdl, trace_id=a5rqjjfwe4kc0a1rzl1yq6ec, ua="curl/8.4.0")
2026-02-04 20:40:48 | WARN | api | Payment provider latency high (3273ms) (env=staging, region=ap-southeast-1, ip=145.62.84.199, request_id=kkqgynwofu4cnngf, trace_id=knq2qoe3xtahh75cv5dj4vo9, ua="curl/8.4.0")
2026-02-04 20:42:47 | WARN | api | Retrying request to upstream service attempt=1 (env=dev, region=us-east-1, ip=193.159.155.64, request_id=to6si3ib52723rli, trace_id=c25krclfavdz28eh3w4i0xf1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 20:43:31 | WARN | api | Rate limit nearing threshold remaining=19 (env=prod, region=eu-west-1, ip=2.135.123.160, request_id=d9b5omrvrb3lhuv3, trace_id=ems3dshnrdu3n7p0zxo8tw2o, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 20:44:40 | WARN | api | High memory usage warning mem=88% (env=prod, region=us-east-1, ip=7.32.136.249, request_id=oqv7pnbi2npkd2n8, trace_id=fcdvmo4y5xptofgwsdjoa84v, ua="PostmanRuntime/7.36.0")
2026-02-04 20:47:15 | WARN | api | Rate limit nearing threshold remaining=24 (env=staging, region=me-south-1, ip=107.170.248.129, request_id=czzl1hkaaiemuhog, trace_id=zbaugpcmz02oucknp0g6jgeh, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 20:47:38 | WARN | api | High memory usage warning mem=79% (env=prod, region=us-east-1, ip=27.145.227.159, request_id=mqvhq5e1vy3gobod, trace_id=e8qogafa7biecrvuzmggdp95, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 20:47:49 | WARN | api | Circuit breaker half-open dependency=search-index (env=staging, region=ap-southeast-1, ip=184.105.193.229, request_id=ith4wi4olt9m3weg, trace_id=2jd1mzl2pfj6mkhi7cvezhd2, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-04 20:48:13 | WARN | api | Rate limit nearing threshold remaining=45 (env=staging, region=eu-west-1, ip=58.40.107.185, request_id=6nzb6sgjq1y2nayw, trace_id=vl7q316485fext0sbfs68xtu, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-04 20:48:31 | WARN | api | Queue backlog growing size=3047 (env=staging, region=ap-southeast-1, ip=72.107.15.52, request_id=hbkmicmr9kfjmisl, trace_id=5b4q74ac5p72o09a742wu28u, ua="curl/8.4.0")
2026-02-04 20:49:21 | WARN | api | High memory usage warning mem=89% (env=prod, region=us-east-1, ip=90.112.142.40, request_id=fk6xnhvnka2p2e5z, trace_id=t3q7e566axpzd8j0h0brf19w, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 20:50:26 | WARN | api | Elevated error rate observed window_s=120 rate=12.9% (env=dev, region=me-south-1, ip=75.200.99.182, request_id=x61f50x8cdavb2zd, trace_id=rggjhqntj7o1f89wuyuhg13x, ua="PostmanRuntime/7.36.0")
2026-02-04 20:52:18 | WARN | api | Temporary network jitter detected rtt_ms=662 (env=staging, region=eu-west-1, ip=86.239.183.52, request_id=k6ojeugx5lwzzw8i, trace_id=mycfwz9yhn2gjnzyj02midx5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 20:52:53 | WARN | api | Temporary network jitter detected rtt_ms=357 (env=staging, region=me-south-1, ip=67.178.29.186, request_id=fh9efs8oc2kcpzaf, trace_id=h04kqcxqx3nwdgnhlutj0lc5, ua="PostmanRuntime/7.36.0")
2026-02-04 20:56:11 | WARN | api | Circuit breaker half-open dependency=stripe (env=prod, region=me-south-1, ip=205.35.194.112, request_id=5j3jerbi93uv8vpm, trace_id=spvz8vwo8u2dj60w2kleyjrk, ua="curl/8.4.0")
2026-02-04 20:57:48 | WARN | api | Queue backlog growing size=6137 (env=prod, region=me-south-1, ip=157.234.41.190, request_id=koizh7nhvfvbzrwo, trace_id=nl3kv9vxznqsan999wsq2ywe, ua="curl/8.4.0")
2026-02-04 21:00:13 | WARN | api | Temporary network jitter detected rtt_ms=572 (env=staging, region=me-south-1, ip=206.220.200.249, request_id=2ie7pzp6r4zhw79d, trace_id=e0j2rmsryt6mqwe3wm8l3n68, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 21:01:12 | WARN | api | Retrying request to upstream service attempt=2 (env=prod, region=us-east-1, ip=12.125.171.235, request_id=0o3mxy7adk59uf00, trace_id=tb05fwq5zd2aokt1cox795h9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-04 21:02:04 | WARN | api | Disk usage above 80% disk=85% (env=staging, region=eu-west-1, ip=74.227.170.101, request_id=kiqdkdxodhot2ye4, trace_id=gwztq9d5rlqf67miha6ngf5l, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-04 21:03:28 | WARN | api | Temporary network jitter detected rtt_ms=223 (env=prod, region=us-east-1, ip=155.36.90.15, request_id=3vfcdtg8dbxiorad, trace_id=hdki344k7ey2l0muj12855kw, ua="curl/8.4.0")
